,loan_amnt,grade,issue_d,purpose,last_pymnt_d
2415,15000,C,Dec-18,debt_consolidation,Feb-19
2416,25300,B,Dec-18,debt_consolidation,Feb-19
2417,21000,B,Dec-18,debt_consolidation,Feb-19
2418,40000,A,Dec-18,debt_consolidation,Feb-19
2419,20000,C,Dec-18,debt_consolidation,Feb-19
2420,6500,A,Dec-18,credit_card,Feb-19
2421,12000,B,Dec-18,debt_consolidation,Feb-19
2422,20000,C,Dec-18,major_purchase,Feb-19
2423,12500,C,Dec-18,credit_card,Feb-19
2424,10000,D,Dec-18,debt_consolidation,Feb-19
2425,5850,A,Dec-18,credit_card,Feb-19
2426,22000,A,Dec-18,debt_consolidation,Feb-19
2427,26000,A,Dec-18,debt_consolidation,Feb-19
2428,20000,D,Dec-18,debt_consolidation,Feb-19
2429,4000,A,Dec-18,debt_consolidation,Feb-19
2430,4800,A,Dec-18,debt_consolidation,Feb-19
2431,15000,B,Dec-18,medical,Feb-19
2432,10000,C,Dec-18,debt_consolidation,Feb-19
2433,10000,C,Dec-18,debt_consolidation,Feb-19
2434,15000,B,Dec-18,debt_consolidation,Feb-19
2435,35000,B,Dec-18,debt_consolidation,Feb-19
2436,10000,C,Dec-18,car,Feb-19
2437,7000,A,Dec-18,credit_card,Feb-19
2438,23100,C,Dec-18,credit_card,Feb-19
2439,5500,A,Dec-18,credit_card,Feb-19
2440,20000,D,Dec-18,debt_consolidation,Feb-19
2441,5000,B,Dec-18,debt_consolidation,Feb-19
2442,40000,D,Dec-18,debt_consolidation,Feb-19
2443,5000,B,Dec-18,debt_consolidation,Feb-19
2444,35000,C,Dec-18,debt_consolidation,Feb-19
2445,20000,A,Dec-18,credit_card,Feb-19
2446,35000,A,Dec-18,credit_card,Feb-19
2447,3200,A,Dec-18,small_business,Feb-19
2448,16000,C,Dec-18,debt_consolidation,Feb-19
2449,10000,C,Dec-18,home_improvement,Feb-19
2450,20000,A,Dec-18,home_improvement,Feb-19
2451,27600,A,Dec-18,debt_consolidation,Feb-19
2452,7500,A,Dec-18,debt_consolidation,Feb-19
2453,16000,A,Dec-18,credit_card,Feb-19
2454,15000,A,Dec-18,debt_consolidation,Feb-19
2455,16000,E,Dec-18,debt_consolidation,Feb-19
2456,23800,C,Dec-18,credit_card,Feb-19
2457,32000,D,Dec-18,other,Feb-19
2458,3300,A,Dec-18,credit_card,Feb-19
2459,15000,A,Dec-18,debt_consolidation,Feb-19
2460,13500,C,Dec-18,debt_consolidation,Feb-19
2461,20000,A,Dec-18,credit_card,Feb-19
2462,3500,B,Dec-18,other,Feb-19
2463,16000,C,Dec-18,debt_consolidation,Feb-19
2464,32000,A,Dec-18,debt_consolidation,Feb-19
2465,5000,A,Dec-18,other,Feb-19
2466,21000,B,Dec-18,debt_consolidation,Feb-19
2467,6025,C,Dec-18,debt_consolidation,Feb-19
2468,10000,D,Dec-18,debt_consolidation,Feb-19
2469,10000,A,Dec-18,debt_consolidation,Feb-19
2470,1600,A,Dec-18,home_improvement,Jan-19
2471,16500,A,Dec-18,other,Feb-19
2472,14000,B,Dec-18,other,Feb-19
2473,6000,A,Dec-18,debt_consolidation,Feb-19
2474,16000,D,Dec-18,debt_consolidation,Feb-19
2475,40000,C,Dec-18,credit_card,Feb-19
2476,11000,C,Dec-18,debt_consolidation,Jan-19
2477,2000,C,Dec-18,vacation,Feb-19
2478,18000,B,Dec-18,debt_consolidation,Feb-19
2479,5000,C,Dec-18,debt_consolidation,Feb-19
2480,20000,A,Dec-18,debt_consolidation,Feb-19
2481,35000,B,Dec-18,debt_consolidation,Feb-19
2482,28000,A,Dec-18,home_improvement,Feb-19
2483,10000,A,Dec-18,debt_consolidation,Feb-19
2484,5000,C,Dec-18,credit_card,Feb-19
2485,5000,D,Dec-18,other,Feb-19
2486,16000,C,Dec-18,debt_consolidation,Feb-19
2487,13000,C,Dec-18,other,Feb-19
2488,9125,A,Dec-18,home_improvement,Feb-19
2489,40000,B,Dec-18,debt_consolidation,Feb-19
2490,10000,C,Dec-18,debt_consolidation,Feb-19
2491,15000,A,Dec-18,other,Feb-19
2492,12000,A,Dec-18,credit_card,Jan-19
2493,25000,B,Dec-18,home_improvement,Feb-19
2494,16000,D,Dec-18,credit_card,Feb-19
2495,15000,A,Dec-18,debt_consolidation,Feb-19
2496,4500,B,Dec-18,credit_card,Feb-19
2497,27500,B,Dec-18,home_improvement,Feb-19
2498,40000,B,Dec-18,debt_consolidation,Feb-19
2499,12000,A,Dec-18,car,Feb-19
2500,4000,A,Dec-18,credit_card,Feb-19
2501,8000,B,Dec-18,debt_consolidation,Feb-19
2502,10000,B,Dec-18,credit_card,Feb-19
2503,4800,A,Dec-18,home_improvement,Feb-19
2504,10000,B,Dec-18,credit_card,Feb-19
2505,12000,A,Dec-18,car,Feb-19
2506,40000,B,Dec-18,credit_card,Feb-19
2507,30000,C,Dec-18,home_improvement,Feb-19
2508,13000,A,Dec-18,major_purchase,Feb-19
2509,10000,A,Dec-18,debt_consolidation,Feb-19
2510,5000,D,Dec-18,other,Feb-19
2511,15500,D,Dec-18,debt_consolidation,Feb-19
2512,6000,A,Dec-18,credit_card,Feb-19
2513,7200,C,Dec-18,credit_card,Feb-19
2514,6000,D,Dec-18,other,Feb-19
2515,25000,C,Dec-18,debt_consolidation,Feb-19
2516,5000,C,Dec-18,debt_consolidation,Feb-19
2517,21000,A,Dec-18,debt_consolidation,Feb-19
2518,15000,C,Dec-18,credit_card,Feb-19
2519,18000,A,Dec-18,debt_consolidation,Feb-19
2520,10000,C,Dec-18,credit_card,Feb-19
2521,13500,B,Dec-18,credit_card,Feb-19
2522,6000,C,Dec-18,medical,Feb-19
2523,7000,C,Dec-18,debt_consolidation,Feb-19
2524,16000,C,Dec-18,debt_consolidation,Feb-19
2525,17400,E,Dec-18,debt_consolidation,Feb-19
2526,3500,C,Dec-18,debt_consolidation,Feb-19
2527,10000,A,Dec-18,debt_consolidation,Feb-19
2528,6000,A,Dec-18,credit_card,Feb-19
2529,18000,B,Dec-18,credit_card,Feb-19
2530,6025,D,Dec-18,debt_consolidation,Feb-19
2531,10000,C,Dec-18,debt_consolidation,Feb-19
2532,22000,B,Dec-18,credit_card,Feb-19
2533,9100,A,Dec-18,credit_card,Feb-19
2534,8000,D,Dec-18,debt_consolidation,Feb-19
2535,24000,C,Dec-18,credit_card,Feb-19
2536,12500,A,Dec-18,debt_consolidation,Feb-19
2537,16000,D,Dec-18,debt_consolidation,Feb-19
2538,21600,B,Dec-18,debt_consolidation,Feb-19
2539,35000,B,Dec-18,debt_consolidation,Feb-19
2540,33625,A,Dec-18,debt_consolidation,Feb-19
2541,35000,B,Dec-18,house,Feb-19
2542,5000,B,Dec-18,house,Feb-19
2543,6000,A,Dec-18,debt_consolidation,Feb-19
2544,20000,C,Dec-18,debt_consolidation,Feb-19
2545,15700,E,Dec-18,debt_consolidation,Feb-19
2546,10000,C,Dec-18,debt_consolidation,Feb-19
2547,10000,B,Dec-18,debt_consolidation,Feb-19
2548,8000,B,Dec-18,home_improvement,Feb-19
2549,10000,B,Dec-18,credit_card,Feb-19
2550,2500,C,Dec-18,debt_consolidation,Feb-19
2551,25000,C,Dec-18,other,Feb-19
2552,18000,B,Dec-18,credit_card,Feb-19
2553,25000,B,Dec-18,debt_consolidation,Feb-19
2554,10000,C,Dec-18,debt_consolidation,Feb-19
2555,12000,B,Dec-18,debt_consolidation,Feb-19
2556,18000,C,Dec-18,credit_card,Feb-19
2557,11250,B,Dec-18,debt_consolidation,Feb-19
2558,15000,A,Dec-18,debt_consolidation,Feb-19
2559,25000,A,Dec-18,debt_consolidation,Feb-19
2560,25000,B,Dec-18,debt_consolidation,Feb-19
2561,40000,B,Dec-18,debt_consolidation,Feb-19
2562,10000,B,Dec-18,debt_consolidation,Feb-19
2563,16000,A,Dec-18,credit_card,Feb-19
2564,40000,D,Dec-18,debt_consolidation,Feb-19
2565,18000,B,Dec-18,debt_consolidation,Feb-19
2566,4000,E,Dec-18,house,Feb-19
2567,16000,B,Dec-18,credit_card,Feb-19
2568,12800,B,Dec-18,debt_consolidation,Feb-19
2569,12000,A,Dec-18,debt_consolidation,Feb-19
2570,7800,B,Dec-18,debt_consolidation,Feb-19
2571,20000,C,Dec-18,credit_card,Feb-19
2572,18000,A,Dec-18,debt_consolidation,Feb-19
2573,27000,D,Dec-18,debt_consolidation,Feb-19
2574,4000,D,Dec-18,debt_consolidation,Feb-19
2575,18000,D,Dec-18,debt_consolidation,Feb-19
2576,10000,A,Dec-18,credit_card,Feb-19
2577,4000,E,Dec-18,debt_consolidation,Feb-19
2578,40000,B,Dec-18,debt_consolidation,Feb-19
2579,35000,C,Dec-18,debt_consolidation,Feb-19
2580,18000,A,Dec-18,credit_card,Feb-19
2581,10000,A,Dec-18,credit_card,Feb-19
2582,25000,A,Dec-18,debt_consolidation,Feb-19
2583,10000,B,Dec-18,debt_consolidation,Feb-19
2584,15000,B,Dec-18,credit_card,Feb-19
2585,12475,E,Dec-18,credit_card,Feb-19
2586,10000,C,Dec-18,debt_consolidation,Feb-19
2587,10000,A,Dec-18,debt_consolidation,Feb-19
2588,20000,C,Dec-18,credit_card,Feb-19
2589,4800,C,Dec-18,credit_card,Feb-19
2590,30900,B,Dec-18,credit_card,Feb-19
2591,17000,A,Dec-18,credit_card,Feb-19
2592,30000,A,Dec-18,credit_card,Feb-19
2593,3025,E,Dec-18,medical,Feb-19
2594,8000,A,Dec-18,debt_consolidation,Feb-19
2595,25000,B,Dec-18,debt_consolidation,Feb-19
2596,28000,A,Dec-18,debt_consolidation,Feb-19
2597,33000,C,Dec-18,debt_consolidation,Feb-19
2598,13000,C,Dec-18,debt_consolidation,Feb-19
2599,20000,D,Dec-18,debt_consolidation,Feb-19
2600,9600,A,Dec-18,debt_consolidation,Feb-19
2601,18000,B,Dec-18,debt_consolidation,Feb-19
2602,30000,D,Dec-18,debt_consolidation,Feb-19
2603,11000,B,Dec-18,credit_card,Feb-19
2604,3600,A,Dec-18,moving,Feb-19
2605,12000,C,Dec-18,debt_consolidation,Feb-19
2606,15000,B,Dec-18,house,Feb-19
2607,30000,B,Dec-18,credit_card,Feb-19
2608,4000,D,Dec-18,debt_consolidation,Feb-19
2609,15000,B,Dec-18,debt_consolidation,Feb-19
2610,6000,A,Dec-18,debt_consolidation,Feb-19
2611,6000,B,Dec-18,credit_card,Jan-19
2612,14500,B,Dec-18,debt_consolidation,Feb-19
2613,5000,B,Dec-18,credit_card,Feb-19
2614,6000,C,Dec-18,other,Feb-19
2615,12000,C,Dec-18,debt_consolidation,Feb-19
2616,16000,B,Dec-18,debt_consolidation,Feb-19
2617,21000,B,Dec-18,credit_card,Feb-19
2618,40000,B,Dec-18,debt_consolidation,Feb-19
2619,11400,B,Dec-18,credit_card,Feb-19
2620,10000,D,Dec-18,credit_card,Feb-19
2621,15000,C,Dec-18,credit_card,Feb-19
2622,13000,A,Dec-18,debt_consolidation,Feb-19
2623,20000,B,Dec-18,debt_consolidation,Feb-19
2624,10500,B,Dec-18,debt_consolidation,Feb-19
2625,10000,B,Dec-18,credit_card,Feb-19
2626,8000,B,Dec-18,debt_consolidation,Feb-19
2627,4800,B,Dec-18,debt_consolidation,Feb-19
2628,6000,A,Dec-18,debt_consolidation,Feb-19
2629,40000,B,Dec-18,home_improvement,Feb-19
2630,35000,A,Dec-18,medical,Feb-19
2631,3500,D,Dec-18,other,Feb-19
2632,10000,D,Dec-18,debt_consolidation,Feb-19
2633,7500,A,Dec-18,home_improvement,Feb-19
2634,35000,C,Dec-18,debt_consolidation,Feb-19
2635,23000,A,Dec-18,credit_card,Feb-19
2636,18000,B,Dec-18,debt_consolidation,Feb-19
2637,10000,D,Dec-18,debt_consolidation,Feb-19
2638,12000,B,Dec-18,debt_consolidation,Feb-19
2639,2500,D,Dec-18,debt_consolidation,Feb-19
2640,6000,B,Dec-18,debt_consolidation,Feb-19
2641,1900,A,Dec-18,credit_card,Feb-19
2642,7500,B,Dec-18,debt_consolidation,Feb-19
2643,3800,A,Dec-18,medical,Feb-19
2644,10000,A,Dec-18,credit_card,Feb-19
2645,6000,B,Dec-18,credit_card,Feb-19
2646,5500,B,Dec-18,credit_card,Feb-19
2647,5500,C,Dec-18,other,Feb-19
2648,5200,C,Dec-18,credit_card,Feb-19
2649,10000,B,Dec-18,credit_card,Feb-19
2650,30000,A,Dec-18,credit_card,Feb-19
2651,16700,D,Dec-18,car,Feb-19
2652,40000,B,Dec-18,credit_card,Feb-19
2653,11000,A,Dec-18,credit_card,Feb-19
2654,40000,B,Dec-18,debt_consolidation,Feb-19
2655,5000,A,Dec-18,debt_consolidation,Feb-19
2656,3000,A,Dec-18,home_improvement,Feb-19
2657,10000,B,Dec-18,debt_consolidation,Feb-19
2658,20000,C,Dec-18,credit_card,Feb-19
2659,39000,A,Dec-18,debt_consolidation,Feb-19
2660,3500,A,Dec-18,debt_consolidation,Feb-19
2661,20000,D,Dec-18,home_improvement,Feb-19
2662,30000,D,Dec-18,debt_consolidation,Feb-19
2663,24000,D,Dec-18,debt_consolidation,Feb-19
2664,15000,C,Dec-18,debt_consolidation,Feb-19
2665,2000,C,Dec-18,debt_consolidation,Feb-19
2666,2200,B,Dec-18,home_improvement,Feb-19
2667,20800,C,Dec-18,debt_consolidation,Feb-19
2668,25000,C,Dec-18,debt_consolidation,Feb-19
2669,10000,B,Dec-18,debt_consolidation,Feb-19
2670,6000,C,Dec-18,other,Feb-19
2671,6000,D,Dec-18,major_purchase,Feb-19
2672,35000,C,Dec-18,debt_consolidation,Feb-19
2673,9000,C,Dec-18,debt_consolidation,Feb-19
2674,13000,C,Dec-18,credit_card,Feb-19
2675,21000,B,Dec-18,debt_consolidation,Feb-19
2676,25000,A,Dec-18,debt_consolidation,Feb-19
2677,1200,C,Dec-18,vacation,Feb-19
2678,40000,A,Dec-18,credit_card,Feb-19
2679,12000,C,Dec-18,debt_consolidation,Feb-19
2680,5000,B,Dec-18,home_improvement,Feb-19
2681,20000,C,Dec-18,credit_card,Feb-19
2682,20000,B,Dec-18,credit_card,Feb-19
2683,6000,A,Dec-18,debt_consolidation,Feb-19
2684,14000,A,Dec-18,debt_consolidation,Feb-19
2685,32000,A,Dec-18,debt_consolidation,Feb-19
2686,35000,C,Dec-18,debt_consolidation,Feb-19
2687,1400,C,Dec-18,other,Feb-19
2688,5000,A,Dec-18,credit_card,Feb-19
2689,40000,A,Dec-18,debt_consolidation,Feb-19
2690,14000,C,Dec-18,credit_card,Feb-19
2691,32275,A,Dec-18,small_business,Feb-19
2692,24000,B,Dec-18,debt_consolidation,Feb-19
2693,10000,D,Dec-18,debt_consolidation,Feb-19
2694,25000,A,Dec-18,credit_card,Feb-19
2695,35000,C,Dec-18,debt_consolidation,Feb-19
2696,40000,B,Dec-18,debt_consolidation,Feb-19
2697,5500,A,Dec-18,moving,Feb-19
2698,6500,C,Dec-18,debt_consolidation,Feb-19
2699,16000,A,Dec-18,debt_consolidation,Feb-19
2700,15000,D,Dec-18,debt_consolidation,Feb-19
2701,35000,C,Dec-18,debt_consolidation,Feb-19
2702,12000,C,Dec-18,credit_card,Feb-19
2703,15000,A,Dec-18,credit_card,Feb-19
2704,35000,C,Dec-18,debt_consolidation,Feb-19
2705,25000,B,Dec-18,debt_consolidation,Feb-19
2706,30000,A,Dec-18,debt_consolidation,Feb-19
2707,9500,A,Dec-18,debt_consolidation,Feb-19
2708,6025,C,Dec-18,debt_consolidation,Feb-19
2709,13800,B,Dec-18,credit_card,Feb-19
2710,8000,D,Dec-18,debt_consolidation,Feb-19
2711,10000,C,Dec-18,medical,Feb-19
2712,13000,E,Dec-18,debt_consolidation,Feb-19
2713,15000,E,Dec-18,credit_card,Feb-19
2714,13000,B,Dec-18,debt_consolidation,Feb-19
2715,16000,D,Dec-18,credit_card,Feb-19
2716,21600,C,Dec-18,home_improvement,Feb-19
2717,3500,A,Dec-18,home_improvement,Feb-19
2718,24000,B,Dec-18,credit_card,Feb-19
2719,25000,B,Dec-18,debt_consolidation,Feb-19
2720,10000,C,Dec-18,debt_consolidation,Feb-19
2721,37000,B,Dec-18,credit_card,Feb-19
2722,10000,A,Dec-18,credit_card,Feb-19
2723,30000,C,Dec-18,debt_consolidation,Feb-19
2724,10000,B,Dec-18,credit_card,Feb-19
2725,10000,A,Dec-18,debt_consolidation,Feb-19
2726,28000,C,Dec-18,debt_consolidation,Feb-19
2727,1900,A,Dec-18,debt_consolidation,Jan-19
2728,3000,A,Dec-18,other,Feb-19
2729,22000,B,Dec-18,debt_consolidation,Feb-19
2730,13000,C,Dec-18,debt_consolidation,Feb-19
2731,12000,C,Dec-18,debt_consolidation,Feb-19
2732,5000,D,Dec-18,debt_consolidation,Feb-19
2733,6000,A,Dec-18,debt_consolidation,Feb-19
2734,35000,A,Dec-18,debt_consolidation,Feb-19
2735,21000,B,Dec-18,debt_consolidation,Feb-19
2736,3000,E,Dec-18,debt_consolidation,Feb-19
2737,23000,A,Dec-18,debt_consolidation,Feb-19
2738,12000,C,Dec-18,credit_card,Feb-19
2739,33500,A,Dec-18,debt_consolidation,Feb-19
2740,4800,E,Dec-18,other,Feb-19
2741,30000,B,Dec-18,debt_consolidation,Feb-19
2742,10000,A,Dec-18,debt_consolidation,Feb-19
2743,10000,B,Dec-18,debt_consolidation,Feb-19
2744,8000,D,Dec-18,debt_consolidation,Feb-19
2745,14000,B,Dec-18,credit_card,Feb-19
2746,7000,D,Dec-18,medical,Feb-19
2747,15000,D,Dec-18,debt_consolidation,Feb-19
2748,15000,C,Dec-18,debt_consolidation,Feb-19
2749,5000,A,Dec-18,credit_card,Feb-19
2750,15000,A,Dec-18,home_improvement,Feb-19
2751,3200,A,Dec-18,credit_card,Feb-19
2752,24500,B,Dec-18,debt_consolidation,Feb-19
2753,12800,C,Dec-18,credit_card,Feb-19
2754,14000,A,Dec-18,debt_consolidation,Feb-19
2755,35000,B,Dec-18,credit_card,Feb-19
2756,4000,E,Dec-18,other,Feb-19
2757,20000,A,Dec-18,debt_consolidation,Feb-19
2758,6000,A,Dec-18,credit_card,Feb-19
2759,6500,A,Dec-18,credit_card,Feb-19
2760,19800,C,Dec-18,debt_consolidation,Feb-19
2761,4000,C,Dec-18,small_business,Feb-19
2762,2500,E,Dec-18,other,Feb-19
2763,11000,B,Dec-18,credit_card,Feb-19
2764,19500,B,Dec-18,debt_consolidation,Feb-19
2765,9000,A,Dec-18,credit_card,Feb-19
2766,40000,C,Dec-18,small_business,Feb-19
2767,12000,C,Dec-18,debt_consolidation,Feb-19
2768,20000,A,Dec-18,credit_card,Feb-19
2769,15000,A,Dec-18,other,Feb-19
2770,15000,A,Dec-18,debt_consolidation,Feb-19
2771,7500,B,Dec-18,debt_consolidation,Feb-19
2772,13000,C,Dec-18,debt_consolidation,Feb-19
2773,8000,A,Dec-18,credit_card,Feb-19
2774,40000,B,Dec-18,major_purchase,Feb-19
2775,40000,A,Dec-18,debt_consolidation,Feb-19
2776,25000,E,Dec-18,debt_consolidation,Feb-19
2777,8000,C,Dec-18,debt_consolidation,Feb-19
2778,40000,A,Dec-18,debt_consolidation,Feb-19
2779,8000,E,Dec-18,credit_card,Feb-19
2780,2000,A,Dec-18,debt_consolidation,Feb-19
2781,19000,C,Dec-18,debt_consolidation,Feb-19
2782,5000,A,Dec-18,debt_consolidation,Feb-19
2783,10000,D,Dec-18,other,Feb-19
2784,4800,B,Dec-18,debt_consolidation,Feb-19
2785,5000,D,Dec-18,moving,Feb-19
2786,18000,A,Dec-18,debt_consolidation,Feb-19
2787,1000,E,Dec-18,moving,Jan-19
2788,10000,A,Dec-18,debt_consolidation,Feb-19
2789,10000,A,Dec-18,credit_card,Feb-19
2790,10000,D,Dec-18,debt_consolidation,Feb-19
2791,5000,B,Dec-18,debt_consolidation,Feb-19
2792,25500,A,Dec-18,credit_card,Feb-19
2793,35000,C,Dec-18,debt_consolidation,Feb-19
2794,8000,C,Dec-18,credit_card,Feb-19
2795,14000,D,Dec-18,debt_consolidation,Feb-19
2796,18000,B,Dec-18,debt_consolidation,Feb-19
2797,12000,A,Dec-18,major_purchase,Feb-19
2798,25000,B,Dec-18,debt_consolidation,Feb-19
2799,4625,A,Dec-18,other,Feb-19
2800,40000,B,Dec-18,home_improvement,Feb-19
2801,4500,A,Dec-18,debt_consolidation,Feb-19
2802,17450,B,Dec-18,debt_consolidation,Feb-19
2803,35000,B,Dec-18,debt_consolidation,Feb-19
2804,30000,C,Dec-18,debt_consolidation,Feb-19
2805,18000,B,Dec-18,credit_card,Feb-19
2806,36000,B,Dec-18,debt_consolidation,Feb-19
2807,10000,C,Dec-18,debt_consolidation,Feb-19
2808,24000,A,Dec-18,debt_consolidation,Feb-19
2809,14000,B,Dec-18,debt_consolidation,Feb-19
2810,24000,A,Dec-18,debt_consolidation,Feb-19
2811,2000,A,Dec-18,debt_consolidation,Feb-19
2812,28000,B,Dec-18,credit_card,Feb-19
2813,5000,A,Dec-18,credit_card,Feb-19
2814,20000,D,Dec-18,debt_consolidation,Feb-19
2815,2000,A,Dec-18,debt_consolidation,Feb-19
2816,22000,A,Dec-18,debt_consolidation,Feb-19
2817,10000,C,Dec-18,debt_consolidation,Feb-19
2818,9800,C,Dec-18,debt_consolidation,Feb-19
2819,6000,B,Dec-18,debt_consolidation,Feb-19
2820,23000,C,Dec-18,credit_card,Feb-19
2821,6000,D,Dec-18,debt_consolidation,Feb-19
2822,19000,B,Dec-18,other,Feb-19
2823,14000,A,Dec-18,debt_consolidation,Feb-19
2824,40000,B,Dec-18,credit_card,Feb-19
2825,40000,A,Dec-18,major_purchase,Feb-19
2826,5000,D,Dec-18,home_improvement,Feb-19
2827,10000,A,Dec-18,debt_consolidation,Feb-19
2828,10000,A,Dec-18,debt_consolidation,Feb-19
2829,6500,C,Dec-18,debt_consolidation,Feb-19
2830,3600,B,Dec-18,debt_consolidation,Feb-19
2831,30000,B,Dec-18,credit_card,Feb-19
2832,15000,B,Dec-18,credit_card,Feb-19
2833,18000,B,Dec-18,credit_card,Feb-19
2834,25550,B,Dec-18,credit_card,Feb-19
2835,7500,B,Dec-18,other,Feb-19
2836,5000,C,Dec-18,credit_card,Feb-19
2837,7200,A,Dec-18,credit_card,Feb-19
2838,10000,C,Dec-18,debt_consolidation,Feb-19
2839,15000,A,Dec-18,debt_consolidation,Feb-19
2840,28000,A,Dec-18,credit_card,Feb-19
2841,8800,B,Dec-18,credit_card,Feb-19
2842,12800,C,Dec-18,car,Feb-19
2843,6550,B,Dec-18,house,Feb-19
2844,18000,A,Dec-18,debt_consolidation,Feb-19
2845,8400,A,Dec-18,credit_card,Feb-19
2846,10000,C,Dec-18,debt_consolidation,Feb-19
2847,24000,B,Dec-18,credit_card,Feb-19
2848,25000,B,Dec-18,home_improvement,Feb-19
2849,8000,B,Dec-18,debt_consolidation,Feb-19
2850,15000,B,Dec-18,home_improvement,Feb-19
2851,9350,C,Dec-18,debt_consolidation,Feb-19
2852,21500,A,Dec-18,debt_consolidation,Jan-19
2853,5500,C,Dec-18,debt_consolidation,Feb-19
2854,5000,A,Dec-18,debt_consolidation,Feb-19
2855,7500,C,Dec-18,other,Feb-19
2856,6400,B,Dec-18,major_purchase,Feb-19
2857,5500,A,Dec-18,medical,Feb-19
2858,30000,E,Dec-18,debt_consolidation,Feb-19
2859,30000,A,Dec-18,debt_consolidation,Feb-19
2860,16000,B,Dec-18,debt_consolidation,Feb-19
2861,30000,C,Dec-18,credit_card,Feb-19
2862,12000,B,Dec-18,credit_card,Feb-19
2863,16000,D,Dec-18,debt_consolidation,Feb-19
2864,7200,A,Dec-18,debt_consolidation,Feb-19
2865,4000,C,Dec-18,debt_consolidation,Feb-19
2866,10000,B,Dec-18,debt_consolidation,Feb-19
2867,5000,B,Dec-18,home_improvement,Feb-19
2868,8000,B,Dec-18,debt_consolidation,Feb-19
2869,26000,A,Dec-18,credit_card,Feb-19
2870,30000,D,Dec-18,debt_consolidation,Feb-19
2871,4000,B,Dec-18,credit_card,Feb-19
2872,10000,C,Dec-18,vacation,Feb-19
2873,7000,A,Dec-18,debt_consolidation,Feb-19
2874,12800,A,Dec-18,credit_card,Feb-19
2875,6000,C,Dec-18,home_improvement,Feb-19
2876,4400,A,Dec-18,credit_card,Feb-19
2877,10000,B,Dec-18,debt_consolidation,Feb-19
2878,40000,A,Dec-18,credit_card,Feb-19
2879,15000,D,Dec-18,debt_consolidation,Feb-19
2880,1800,A,Dec-18,debt_consolidation,Feb-19
2881,5000,C,Dec-18,house,Feb-19
2882,15000,A,Dec-18,other,Feb-19
2883,20000,A,Dec-18,debt_consolidation,Feb-19
2884,4150,B,Dec-18,debt_consolidation,Feb-19
2885,25000,A,Dec-18,debt_consolidation,Feb-19
2886,13500,B,Dec-18,debt_consolidation,Feb-19
2887,10000,C,Dec-18,credit_card,Feb-19
2888,39000,A,Dec-18,debt_consolidation,Feb-19
2889,18500,D,Dec-18,debt_consolidation,Feb-19
2890,25000,C,Dec-18,debt_consolidation,Feb-19
2891,25000,B,Dec-18,debt_consolidation,Feb-19
2892,12000,A,Dec-18,debt_consolidation,Feb-19
2893,15000,B,Dec-18,debt_consolidation,Feb-19
2894,40000,A,Dec-18,credit_card,Feb-19
2895,12000,D,Dec-18,credit_card,Feb-19
2896,16000,A,Dec-18,credit_card,Feb-19
2897,9000,C,Dec-18,credit_card,Feb-19
2898,12000,B,Dec-18,debt_consolidation,Feb-19
2899,10000,A,Dec-18,debt_consolidation,Feb-19
2900,5000,C,Dec-18,other,Feb-19
2901,1500,A,Dec-18,home_improvement,Feb-19
2902,35525,B,Dec-18,credit_card,Feb-19
2903,3300,B,Dec-18,credit_card,Feb-19
2904,35000,A,Dec-18,credit_card,Feb-19
2905,7000,B,Dec-18,credit_card,Feb-19
2906,20000,B,Dec-18,credit_card,Jan-19
2907,21000,C,Dec-18,debt_consolidation,Feb-19
2908,24000,B,Dec-18,credit_card,Feb-19
2909,40000,B,Dec-18,debt_consolidation,Feb-19
2910,4000,C,Dec-18,debt_consolidation,Feb-19
2911,10000,A,Dec-18,debt_consolidation,Feb-19
2912,33350,C,Dec-18,home_improvement,Feb-19
2913,16000,B,Dec-18,debt_consolidation,Feb-19
2914,25000,E,Dec-18,debt_consolidation,Feb-19
2915,4000,B,Dec-18,other,Feb-19
2916,28800,D,Dec-18,debt_consolidation,Feb-19
2917,10000,A,Dec-18,credit_card,Feb-19
2918,10000,C,Dec-18,debt_consolidation,Feb-19
2919,13875,B,Dec-18,small_business,Feb-19
2920,20000,C,Dec-18,house,Jan-19
2921,11000,C,Dec-18,credit_card,Feb-19
2922,28000,C,Dec-18,debt_consolidation,Feb-19
2923,10000,A,Dec-18,debt_consolidation,Feb-19
2924,6000,B,Dec-18,other,Feb-19
2925,15000,D,Dec-18,credit_card,Feb-19
2926,30000,B,Dec-18,home_improvement,Feb-19
2927,3600,A,Dec-18,debt_consolidation,Feb-19
2928,12000,A,Dec-18,credit_card,Feb-19
2929,12000,A,Dec-18,debt_consolidation,Feb-19
2930,8000,B,Dec-18,home_improvement,Feb-19
2931,15000,C,Dec-18,debt_consolidation,Feb-19
2932,15000,A,Dec-18,debt_consolidation,Feb-19
2933,32000,C,Dec-18,debt_consolidation,Feb-19
2934,37000,A,Dec-18,credit_card,Feb-19
2935,20000,B,Dec-18,debt_consolidation,Feb-19
2936,10000,B,Dec-18,credit_card,Feb-19
2937,38250,D,Dec-18,debt_consolidation,Feb-19
2938,16000,D,Dec-18,debt_consolidation,Feb-19
2939,8000,C,Dec-18,debt_consolidation,Feb-19
2940,10000,A,Dec-18,home_improvement,Feb-19
2941,4000,A,Dec-18,other,Feb-19
2942,14400,B,Dec-18,debt_consolidation,Feb-19
